obs,action,reward,next_obs,done
"[[0.3471412658691406, 0.3169107437133789, 0.43056750297546387, -1.6508475542068481, 5.706818103790283, 3.1432406902313232, 0.0, 0.0]]",1,-15.87524700164795,"[0.3527398109436035, 0.2780609726905823, 0.41887035965919495, -1.6744853258132935, 5.866147041320801, 3.1901164054870605, 0.0, 0.0]",False
"[[0.3527398109436035, 0.2780609726905823, 0.41887035965919495, -1.6744853258132935, 5.866147041320801, 3.1901164054870605, 0.0, 0.0]]",1,-16.48568344116211,"[0.3583415150642395, 0.23898711800575256, 0.40633901953697205, -1.6995834112167358, 6.027735710144043, 3.2354328632354736, 0.0, 0.0]",False
"[[0.3583415150642395, 0.23898711800575256, 0.40633901953697205, -1.6995834112167358, 6.027735710144043, 3.2354328632354736, 0.0, 0.0]]",1,-17.2437744140625,"[0.36392879486083984, 0.19967065751552582, 0.39639392495155334, -1.7272216081619263, 6.190851211547852, 3.2660858631134033, 0.0, 0.0]",False
"[[0.36392879486083984, 0.19967065751552582, 0.39639392495155334, -1.7272216081619263, 6.190851211547852, 3.2660858631134033, 0.0, 0.0]]",1,-17.790868759155273,"[0.3694747984409332, 0.16012252867221832, 0.3882478177547455, -1.7553883790969849, 6.355198383331299, 3.2907989025115967, 0.0, 0.0]",False
"[[0.3694747984409332, 0.16012252867221832, 0.3882478177547455, -1.7553883790969849, 6.355198383331299, 3.2907989025115967, 0.0, 0.0]]",1,-18.370071411132812,"[0.3749150335788727, 0.12033463269472122, 0.3776104748249054, -1.784464716911316, 6.521356105804443, 3.327125072479248, 0.0, 0.0]",False
"[[0.3749150335788727, 0.12033463269472122, 0.3776104748249054, -1.784464716911316, 6.521356105804443, 3.327125072479248, 0.0, 0.0]]",1,-19.082677841186523,"[0.38021889328956604, 0.08028138428926468, 0.36879175901412964, -1.81478750705719, 6.689134120941162, 3.359645128250122, 0.0, 0.0]",False
"[[0.38021889328956604, 0.08028138428926468, 0.36879175901412964, -1.81478750705719, 6.689134120941162, 3.359645128250122, 0.0, 0.0]]",0,-19.49840545654297,"[0.3854214549064636, 0.039967283606529236, 0.36995917558670044, -1.8437715768814087, 6.856590270996094, 3.3531811237335205, 0.0, 0.0]",False
"[[0.3854214549064636, 0.039967283606529236, 0.36995917558670044, -1.8437715768814087, 6.856590270996094, 3.3531811237335205, 0.0, 0.0]]",1,-20.327125549316406,"[0.39042291045188904, -0.0007029795669950545, 0.3636215031147003, -1.8763861656188965, 7.025854110717773, 3.389448642730713, 0.0, 0.0]",False
"[[0.39042291045188904, -0.0007029795669950545, 0.3636215031147003, -1.8763861656188965, 7.025854110717773, 3.389448642730713, 0.0, 0.0]]",1,-10.991225242614746,"[0.3951966166496277, -0.041772034019231796, 0.359016478061676, -1.9094096422195435, 7.196917533874512, 3.4255661964416504, 0.0, 1.0]",False
"[[0.3951966166496277, -0.041772034019231796, 0.359016478061676, -1.9094096422195435, 7.196917533874512, 3.4255661964416504, 0.0, 1.0]]",1,-21.42418098449707,"[0.3997631072998047, -0.0828181654214859, 0.3596084713935852, -1.9354935884475708, 7.3742570877075195, 3.5149433612823486, 0.0, 1.0]",False
"[[0.3997631072998047, -0.0828181654214859, 0.3596084713935852, -1.9354935884475708, 7.3742570877075195, 3.5149433612823486, 0.0, 1.0]]",1,-100.0,"[-0.00441055279225111, 1.4214231967926025, -0.4467580318450928, 0.4667869806289673, 0.00511753186583519, 0.10119720548391342, 0.0, 0.0]",True
"[[-0.00441055279225111, 1.4214231967926025, -0.4467580318450928, 0.4667869806289673, 0.00511753186583519, 0.10119720548391342, 0.0, 0.0]]",1,-0.6650773286819458,"[-0.008911514654755592, 1.4313421249389648, -0.4574528634548187, 0.44080397486686707, 0.012384901754558086, 0.1453610360622406, 0.0, 0.0]",False
"[[-0.008911514654755592, 1.4313421249389648, -0.4574528634548187, 0.44080397486686707, 0.012384901754558086, 0.1453610360622406, 0.0, 0.0]]",1,-0.985633373260498,"[-0.013507271185517311, 1.4406601190567017, -0.4693162441253662, 0.4140225350856781, 0.022022970020771027, 0.192779541015625, 0.0, 0.0]",False
"[[-0.013507271185517311, 1.4406601190567017, -0.4693162441253662, 0.4140225350856781, 0.022022970020771027, 0.192779541015625, 0.0, 0.0]]",1,-1.0165939331054688,"[-0.0181750301271677, 1.449379801750183, -0.47833943367004395, 0.38732901215553284, 0.03346235305070877, 0.22880879044532776, 0.0, 0.0]",False
"[[-0.0181750301271677, 1.449379801750183, -0.47833943367004395, 0.38732901215553284, 0.03346235305070877, 0.22880879044532776, 0.0, 0.0]]",1,-1.1033223867416382,"[-0.022906208410859108, 1.457486867904663, -0.4862850308418274, 0.35997065901756287, 0.046493690460920334, 0.2606508135795593, 0.0, 0.0]",False
"[[-0.022906208410859108, 1.457486867904663, -0.4862850308418274, 0.35997065901756287, 0.046493690460920334, 0.2606508135795593, 0.0, 0.0]]",1,-1.507185697555542,"[-0.027714157477021217, 1.4649877548217773, -0.49591264128685, 0.332839697599411, 0.06145143881440163, 0.2991829514503479, 0.0, 0.0]",False
"[[-0.027714157477021217, 1.4649877548217773, -0.49591264128685, 0.332839697599411, 0.06145143881440163, 0.2991829514503479, 0.0, 0.0]]",1,-1.85756254196167,"[-0.03260688856244087, 1.471876859664917, -0.506518542766571, 0.3053800165653229, 0.07853825390338898, 0.34176820516586304, 0.0, 0.0]",False
"[[-0.03260688856244087, 1.471876859664917, -0.506518542766571, 0.3053800165653229, 0.07853825390338898, 0.34176820516586304, 0.0, 0.0]]",1,-2.1467041969299316,"[-0.03758268430829048, 1.478164792060852, -0.5168821811676025, 0.2783408761024475, 0.09769373387098312, 0.3831452429294586, 0.0, 0.0]",False
"[[-0.03758268430829048, 1.478164792060852, -0.5168821811676025, 0.2783408761024475, 0.09769373387098312, 0.3831452429294586, 0.0, 0.0]]",1,-2.445955991744995,"[-0.04264269024133682, 1.4838509559631348, -0.5273848176002502, 0.2511802017688751, 0.11894770711660385, 0.4251183569431305, 0.0, 0.0]",False
"[[-0.04264269024133682, 1.4838509559631348, -0.5273848176002502, 0.2511802017688751, 0.11894770711660385, 0.4251183569431305, 0.0, 0.0]]",1,-2.876377582550049,"[-0.047797489911317825, 1.4889328479766846, -0.5391576886177063, 0.22379878163337708, 0.1425599306821823, 0.47228798270225525, 0.0, 0.0]",False
"[[-0.047797489911317825, 1.4889328479766846, -0.5391576886177063, 0.22379878163337708, 0.1425599306821823, 0.47228798270225525, 0.0, 0.0]]",1,-2.9276487827301025,"[-0.05302762985229492, 1.493412971496582, -0.5484789609909058, 0.19646963477134705, 0.16803738474845886, 0.5095959901809692, 0.0, 0.0]",False
"[[-0.05302762985229492, 1.493412971496582, -0.5484789609909058, 0.19646963477134705, 0.16803738474845886, 0.5095959901809692, 0.0, 0.0]]",1,-3.2958903312683105,"[-0.05834150314331055, 1.497269630432129, -0.5588712692260742, 0.16805462539196014, 0.19565850496292114, 0.552473247051239, 0.0, 0.0]",False
"[[-0.05834150314331055, 1.497269630432129, -0.5588712692260742, 0.16805462539196014, 0.19565850496292114, 0.552473247051239, 0.0, 0.0]]",1,-3.5846986770629883,"[-0.06373796612024307, 1.5005100965499878, -0.5690357685089111, 0.13986891508102417, 0.22536635398864746, 0.594211220741272, 0.0, 0.0]",False
"[[-0.06373796612024307, 1.5005100965499878, -0.5690357685089111, 0.13986891508102417, 0.22536635398864746, 0.594211220741272, 0.0, 0.0]]",1,-3.559455394744873,"[-0.06919507682323456, 1.5031377077102661, -0.5764190554618835, 0.11177869886159897, 0.2566111385822296, 0.6249529719352722, 0.0, 0.0]",False
"[[-0.06919507682323456, 1.5031377077102661, -0.5764190554618835, 0.11177869886159897, 0.2566111385822296, 0.6249529719352722, 0.0, 0.0]]",1,-3.851602554321289,"[-0.07471732795238495, 1.5051568746566772, -0.5842514038085938, 0.08379898965358734, 0.2894730567932129, 0.6572989225387573, 0.0, 0.0]",False
"[[-0.07471732795238495, 1.5051568746566772, -0.5842514038085938, 0.08379898965358734, 0.2894730567932129, 0.6572989225387573, 0.0, 0.0]]",0,-3.1427314281463623,"[-0.08024349063634872, 1.506589651107788, -0.5843115448951721, 0.05703653767704964, 0.32232725620269775, 0.6571434140205383, 0.0, 0.0]",False
"[[-0.08024349063634872, 1.506589651107788, -0.5843115448951721, 0.05703653767704964, 0.32232725620269775, 0.6571434140205383, 0.0, 0.0]]",1,-4.622988224029541,"[-0.0858648270368576, 1.5073834657669067, -0.5958999395370483, 0.02735978737473488, 0.35771623253822327, 0.7078441977500916, 0.0, 0.0]",False
"[[-0.0858648270368576, 1.5073834657669067, -0.5958999395370483, 0.02735978737473488, 0.35771623253822327, 0.7078441977500916, 0.0, 0.0]]",1,-4.622966766357422,"[-0.09156055748462677, 1.5075581073760986, -0.6046639084815979, -0.0014391125878319144, 0.3949989974498749, 0.7457225918769836, 0.0, 0.0]",False
"[[-0.09156055748462677, 1.5075581073760986, -0.6046639084815979, -0.0014391125878319144, 0.3949989974498749, 0.7457225918769836, 0.0, 0.0]]",1,-4.7721405029296875,"[-0.09732313454151154, 1.5071122646331787, -0.6124109029769897, -0.030362440273165703, 0.43400755524635315, 0.7802423238754272, 0.0, 0.0]",False
"[[-0.09732313454151154, 1.5071122646331787, -0.6124109029769897, -0.030362440273165703, 0.43400755524635315, 0.7802423238754272, 0.0, 0.0]]",1,-5.283614158630371,"[-0.10316858440637589, 1.5060216188430786, -0.6221338510513306, -0.06065753847360611, 0.4753230810165405, 0.8263850212097168, 0.0, 0.0]",False
"[[-0.10316858440637589, 1.5060216188430786, -0.6221338510513306, -0.06065753847360611, 0.4753230810165405, 0.8263850212097168, 0.0, 0.0]]",1,-5.273924350738525,"[-0.10907936096191406, 1.504306674003601, -0.6293889880180359, -0.08999272435903549, 0.5183508992195129, 0.8606351613998413, 0.0, 0.0]",False
"[[-0.10907936096191406, 1.504306674003601, -0.6293889880180359, -0.08999272435903549, 0.5183508992195129, 0.8606351613998413, 0.0, 0.0]]",1,-5.696243762969971,"[-0.11506529152393341, 1.5019439458847046, -0.6378490924835205, -0.12065185606479645, 0.5635550022125244, 0.9041647911071777, 0.0, 0.0]",False
"[[-0.11506529152393341, 1.5019439458847046, -0.6378490924835205, -0.12065185606479645, 0.5635550022125244, 0.9041647911071777, 0.0, 0.0]]",1,-5.8273444175720215,"[-0.12112092971801758, 1.4989509582519531, -0.6452547311782837, -0.15053705871105194, 0.6106145977973938, 0.9412776827812195, 0.0, 0.0]",False
"[[-0.12112092971801758, 1.4989509582519531, -0.6452547311782837, -0.15053705871105194, 0.6106145977973938, 0.9412776827812195, 0.0, 0.0]]",1,-5.917895793914795,"[-0.1272367537021637, 1.4953278303146362, -0.6513239145278931, -0.180449977517128, 0.659322202205658, 0.9742401838302612, 0.0, 0.0]",False
"[[-0.1272367537021637, 1.4953278303146362, -0.6513239145278931, -0.180449977517128, 0.659322202205658, 0.9742401838302612, 0.0, 0.0]]",1,-6.330610752105713,"[-0.1334233283996582, 1.4910533428192139, -0.6585896015167236, -0.21159307658672333, 0.7101618647575378, 1.0168852806091309, 0.0, 0.0]",False
"[[-0.1334233283996582, 1.4910533428192139, -0.6585896015167236, -0.21159307658672333, 0.7101618647575378, 1.0168852806091309, 0.0, 0.0]]",1,-6.599085330963135,"[-0.1396775245666504, 1.4861091375350952, -0.6653993725776672, -0.24377229809761047, 0.7633029222488403, 1.0628211498260498, 0.0, 0.0]",False
"[[-0.1396775245666504, 1.4861091375350952, -0.6653993725776672, -0.24377229809761047, 0.7633029222488403, 1.0628211498260498, 0.0, 0.0]]",1,-6.628604888916016,"[-0.14599084854125977, 1.4805231094360352, -0.6705971360206604, -0.2745824158191681, 0.8182564973831177, 1.099073052406311, 0.0, 0.0]",False
"[[-0.14599084854125977, 1.4805231094360352, -0.6705971360206604, -0.2745824158191681, 0.8182564973831177, 1.099073052406311, 0.0, 0.0]]",1,-7.048874855041504,"[-0.15237513184547424, 1.474276065826416, -0.6769714951515198, -0.30653512477874756, 0.8755162954330444, 1.1451971530914307, 0.0, 0.0]",False
"[[-0.15237513184547424, 1.474276065826416, -0.6769714951515198, -0.30653512477874756, 0.8755162954330444, 1.1451971530914307, 0.0, 0.0]]",1,-7.2144317626953125,"[-0.15883159637451172, 1.4673843383789062, -0.68290114402771, -0.3377295732498169, 0.9348230361938477, 1.1861358880996704, 0.0, 0.0]",False
"[[-0.15883159637451172, 1.4673843383789062, -0.68290114402771, -0.3377295732498169, 0.9348230361938477, 1.1861358880996704, 0.0, 0.0]]",1,-7.594876289367676,"[-0.16536931693553925, 1.4598296880722046, -0.6895247101783752, -0.3699944317340851, 0.9965890645980835, 1.235323429107666, 0.0, 0.0]",False
"[[-0.16536931693553925, 1.4598296880722046, -0.6895247101783752, -0.3699944317340851, 0.9965890645980835, 1.235323429107666, 0.0, 0.0]]",1,-7.96933650970459,"[-0.17199210822582245, 1.4515902996063232, -0.6962213516235352, -0.4035121500492096, 1.0612237453460693, 1.2926967144012451, 0.0, 0.0]",False
"[[-0.17199210822582245, 1.4515902996063232, -0.6962213516235352, -0.4035121500492096, 1.0612237453460693, 1.2926967144012451, 0.0, 0.0]]",1,-8.156489372253418,"[-0.17869234085083008, 1.4426627159118652, -0.7015188932418823, -0.4371879994869232, 1.1286513805389404, 1.348555326461792, 0.0, 0.0]",False
"[[-0.17869234085083008, 1.4426627159118652, -0.7015188932418823, -0.4371879994869232, 1.1286513805389404, 1.348555326461792, 0.0, 0.0]]",1,-8.187893867492676,"[-0.18546132743358612, 1.4330663681030273, -0.7050906419754028, -0.46963462233543396, 1.1983195543289185, 1.3933683633804321, 0.0, 0.0]",False
"[[-0.18546132743358612, 1.4330663681030273, -0.7050906419754028, -0.46963462233543396, 1.1983195543289185, 1.3933683633804321, 0.0, 0.0]]",1,-8.496188163757324,"[-0.19230155646800995, 1.422782301902771, -0.7084380388259888, -0.5030685067176819, 1.2705713510513306, 1.4450416564941406, 0.0, 0.0]",False
"[[-0.19230155646800995, 1.422782301902771, -0.7084380388259888, -0.5030685067176819, 1.2705713510513306, 1.4450416564941406, 0.0, 0.0]]",1,-8.7460355758667,"[-0.19921664893627167, 1.4118069410324097, -0.7114893794059753, -0.53654944896698, 1.3454190492630005, 1.4969552755355835, 0.0, 0.0]",False
"[[-0.19921664893627167, 1.4118069410324097, -0.7114893794059753, -0.53654944896698, 1.3454190492630005, 1.4969552755355835, 0.0, 0.0]]",3,-7.0125017166137695,"[-0.20615439116954803, 1.4003827571868896, -0.7077187895774841, -0.5552737712860107, 1.4171332120895386, 1.4342859983444214, 0.0, 0.0]",False
"[[-0.20615439116954803, 1.4003827571868896, -0.7077187895774841, -0.5552737712860107, 1.4171332120895386, 1.4342859983444214, 0.0, 0.0]]",1,-8.492412567138672,"[-0.21315231919288635, 1.3882651329040527, -0.7088087797164917, -0.5881931781768799, 1.4911761283874512, 1.480859637260437, 0.0, 0.0]",False
"[[-0.21315231919288635, 1.3882651329040527, -0.7088087797164917, -0.5881931781768799, 1.4911761283874512, 1.480859637260437, 0.0, 0.0]]",1,-8.705958366394043,"[-0.22020253539085388, 1.3754355907440186, -0.7085347771644592, -0.6219164729118347, 1.5678315162658691, 1.533111810684204, 0.0, 0.0]",False
"[[-0.22020253539085388, 1.3754355907440186, -0.7085347771644592, -0.6219164729118347, 1.5678315162658691, 1.533111810684204, 0.0, 0.0]]",1,-8.704480171203613,"[-0.2273004949092865, 1.3619189262390137, -0.707230806350708, -0.6537829637527466, 1.6464096307754517, 1.5715690851211548, 0.0, 0.0]",False
"[[-0.2273004949092865, 1.3619189262390137, -0.707230806350708, -0.6537829637527466, 1.6464096307754517, 1.5715690851211548, 0.0, 0.0]]",1,-9.233134269714355,"[-0.23445558547973633, 1.347657561302185, -0.7062458992004395, -0.6886060237884521, 1.7280333042144775, 1.6324803829193115, 0.0, 0.0]",False
"[[-0.23445558547973633, 1.347657561302185, -0.7062458992004395, -0.6886060237884521, 1.7280333042144775, 1.6324803829193115, 0.0, 0.0]]",1,-9.122079849243164,"[-0.24165549874305725, 1.3326910734176636, -0.7035921812057495, -0.720604658126831, 1.8116875886917114, 1.6730931997299194, 0.0, 0.0]",False
"[[-0.24165549874305725, 1.3326910734176636, -0.7035921812057495, -0.720604658126831, 1.8116875886917114, 1.6730931997299194, 0.0, 0.0]]",1,-9.496504783630371,"[-0.24889497458934784, 1.3169701099395752, -0.6997318863868713, -0.7549199461936951, 1.8982899188995361, 1.732053518295288, 0.0, 0.0]",False
"[[-0.24889497458934784, 1.3169701099395752, -0.6997318863868713, -0.7549199461936951, 1.8982899188995361, 1.732053518295288, 0.0, 0.0]]",1,-9.704245567321777,"[-0.2561701238155365, 1.3004872798919678, -0.6949321031570435, -0.7889620065689087, 1.9877961874008179, 1.7901356220245361, 0.0, 0.0]",False
"[[-0.2561701238155365, 1.3004872798919678, -0.6949321031570435, -0.7889620065689087, 1.9877961874008179, 1.7901356220245361, 0.0, 0.0]]",1,-9.732648849487305,"[-0.26348304748535156, 1.2832722663879395, -0.69028639793396, -0.8205606341362, 2.0793395042419434, 1.8308751583099365, 0.0, 0.0]",False
"[[-0.26348304748535156, 1.2832722663879395, -0.69028639793396, -0.8205606341362, 2.0793395042419434, 1.8308751583099365, 0.0, 0.0]]",1,-10.019777297973633,"[-0.270825058221817, 1.2652839422225952, -0.6842573285102844, -0.8536883592605591, 2.1735591888427734, 1.884404182434082, 0.0, 0.0]",False
"[[-0.270825058221817, 1.2652839422225952, -0.6842573285102844, -0.8536883592605591, 2.1735591888427734, 1.884404182434082, 0.0, 0.0]]",1,-10.037796020507812,"[-0.2782018780708313, 1.2465541362762451, -0.6792086362838745, -0.8841705918312073, 2.2694950103759766, 1.9187278747558594, 0.0, 0.0]",False
"[[-0.2782018780708313, 1.2465541362762451, -0.6792086362838745, -0.8841705918312073, 2.2694950103759766, 1.9187278747558594, 0.0, 0.0]]",1,-10.158605575561523,"[-0.28559303283691406, 1.2270575761795044, -0.6719022393226624, -0.9153227210044861, 2.367623805999756, 1.962585210800171, 0.0, 0.0]",False
"[[-0.28559303283691406, 1.2270575761795044, -0.6719022393226624, -0.9153227210044861, 2.367623805999756, 1.962585210800171, 0.0, 0.0]]",1,-10.239202499389648,"[-0.2929941713809967, 1.2068004608154297, -0.6645799279212952, -0.9453096985816956, 2.4676294326782227, 2.000122547149658, 0.0, 0.0]",False
"[[-0.2929941713809967, 1.2068004608154297, -0.6645799279212952, -0.9453096985816956, 2.4676294326782227, 2.000122547149658, 0.0, 0.0]]",1,-10.339218139648438,"[-0.3003944754600525, 1.1857750415802002, -0.6565333604812622, -0.9749003052711487, 2.569530963897705, 2.038045883178711, 0.0, 0.0]",False
"[[0.005340671632438898, 1.409273624420166, 0.5409420728683472, -0.07318348437547684, -0.006181789096444845, -0.12253173440694809, 0.0, 0.0]]",3,-1.883056640625,"[0.010758018121123314, 1.4070518016815186, 0.549805760383606, -0.09880077838897705, -0.014160717837512493, -0.1595929116010666, 0.0, 0.0]",False
"[[0.010758018121123314, 1.4070518016815186, 0.549805760383606, -0.09880077838897705, -0.014160717837512493, -0.1595929116010666, 0.0, 0.0]]",2,0.7109373807907104,"[0.016001414507627487, 1.4049067497253418, 0.5332820415496826, -0.09544987976551056, -0.023002175614237785, -0.17684581875801086, 0.0, 0.0]",False
"[[0.016001414507627487, 1.4049067497253418, 0.5332820415496826, -0.09544987976551056, -0.023002175614237785, -0.17684581875801086, 0.0, 0.0]]",0,-1.1522541046142578,"[0.02124500274658203, 1.4021624326705933, 0.5333079099655151, -0.12213205546140671, -0.031842105090618134, -0.17681491374969482, 0.0, 0.0]",False
"[[0.02124500274658203, 1.4021624326705933, 0.5333079099655151, -0.12213205546140671, -0.031842105090618134, -0.17681491374969482, 0.0, 0.0]]",0,-1.2174874544143677,"[0.02648897096514702, 1.3988192081451416, 0.5333337783813477, -0.14880330860614777, -0.04068095609545708, -0.1767936646938324, 0.0, 0.0]",False
"[[0.02648897096514702, 1.3988192081451416, 0.5333337783813477, -0.14880330860614777, -0.04068095609545708, -0.1767936646938324, 0.0, 0.0]]",0,-1.2786524295806885,"[0.03173322603106499, 1.3948769569396973, 0.5333598256111145, -0.1754768043756485, -0.049518391489982605, -0.17676517367362976, 0.0, 0.0]",False
"[[0.03173322603106499, 1.3948769569396973, 0.5333598256111145, -0.1754768043756485, -0.049518391489982605, -0.17676517367362976, 0.0, 0.0]]",1,-0.3465403914451599,"[0.03690662235021591, 1.3903371095657349, 0.5244498252868652, -0.20202778279781342, -0.05656252056360245, -0.14089564979076385, 0.0, 0.0]",False
"[[0.03690662235021591, 1.3903371095657349, 0.5244498252868652, -0.20202778279781342, -0.05656252056360245, -0.14089564979076385, 0.0, 0.0]]",1,-0.22784557938575745,"[0.04200935363769531, 1.3852126598358154, 0.5155752897262573, -0.22796489298343658, -0.06181013956665993, -0.10496219247579575, 0.0, 0.0]",False
"[[0.04200935363769531, 1.3852126598358154, 0.5155752897262573, -0.22796489298343658, -0.06181013956665993, -0.10496219247579575, 0.0, 0.0]]",0,-1.1006053686141968,"[0.047112274914979935, 1.379488229751587, 0.5155895948410034, -0.25463560223579407, -0.06705733388662338, -0.10495372861623764, 0.0, 0.0]",False
"[[0.047112274914979935, 1.379488229751587, 0.5155895948410034, -0.25463560223579407, -0.06705733388662338, -0.10495372861623764, 0.0, 0.0]]",0,-1.1420695781707764,"[0.05221538618206978, 1.373164415359497, 0.5156046152114868, -0.2813064754009247, -0.07230336219072342, -0.10493012517690659, 0.0, 0.0]",False
"[[0.05221538618206978, 1.373164415359497, 0.5156046152114868, -0.2813064754009247, -0.07230336219072342, -0.10493012517690659, 0.0, 0.0]]",1,-0.19899055361747742,"[0.057244110852479935, 1.3662470579147339, 0.5062597990036011, -0.30761197209358215, -0.07566709071397781, -0.06728072464466095, 0.0, 0.0]",False
"[[0.057244110852479935, 1.3662470579147339, 0.5062597990036011, -0.30761197209358215, -0.07566709071397781, -0.06728072464466095, 0.0, 0.0]]",3,-1.8545068502426147,"[0.062333203852176666, 1.358729600906372, 0.5138289332389832, -0.3343674838542938, -0.08054468035697937, -0.09756071865558624, 0.0, 0.0]",False
"[[0.062333203852176666, 1.358729600906372, 0.5138289332389832, -0.3343674838542938, -0.08054468035697937, -0.09756071865558624, 0.0, 0.0]]",0,-1.1968642473220825,"[0.06742248684167862, 1.3506124019622803, 0.5138440728187561, -0.36103829741477966, -0.08542048186063766, -0.09752491116523743, 0.0, 0.0]",False
"[[0.06742248684167862, 1.3506124019622803, 0.5138440728187561, -0.36103829741477966, -0.08542048186063766, -0.09752491116523743, 0.0, 0.0]]",2,0.9457839727401733,"[0.07243385165929794, 1.3426659107208252, 0.5066326260566711, -0.35350096225738525, -0.09086903184652328, -0.10898120701313019, 0.0, 0.0]",False
"[[0.07243385165929794, 1.3426659107208252, 0.5066326260566711, -0.35350096225738525, -0.09086903184652328, -0.10898120701313019, 0.0, 0.0]]",3,-2.250826835632324,"[0.0775156021118164, 1.334102988243103, 0.5154654383659363, -0.3810316324234009, -0.0981055423617363, -0.14474330842494965, 0.0, 0.0]",False
"[[0.0775156021118164, 1.334102988243103, 0.5154654383659363, -0.3810316324234009, -0.0981055423617363, -0.14474330842494965, 0.0, 0.0]]",1,-0.4975604712963104,"[0.0825217217206955, 1.3249577283859253, 0.5059458613395691, -0.4068099558353424, -0.10340443253517151, -0.10598748922348022, 0.0, 0.0]",False
"[[0.0825217217206955, 1.3249577283859253, 0.5059458613395691, -0.4068099558353424, -0.10340443253517151, -0.10598748922348022, 0.0, 0.0]]",3,-2.171196699142456,"[0.08759526908397675, 1.31520414352417, 0.5144044160842896, -0.43399855494499207, -0.11040716618299484, -0.14006726443767548, 0.0, 0.0]",False
"[[0.08759526908397675, 1.31520414352417, 0.5144044160842896, -0.43399855494499207, -0.11040716618299484, -0.14006726443767548, 0.0, 0.0]]",2,0.6764768362045288,"[0.09270457923412323, 1.3058340549468994, 0.5181365609169006, -0.4169829785823822, -0.11758092045783997, -0.1434881091117859, 0.0, 0.0]",False
"[[0.09270457923412323, 1.3058340549468994, 0.5181365609169006, -0.4169829785823822, -0.11758092045783997, -0.1434881091117859, 0.0, 0.0]]",2,1.0740948915481567,"[0.09788713604211807, 1.297154188156128, 0.5255886316299438, -0.38636380434036255, -0.12488564848899841, -0.14610786736011505, 0.0, 0.0]",False
"[[0.09788713604211807, 1.297154188156128, 0.5255886316299438, -0.38636380434036255, -0.12488564848899841, -0.14610786736011505, 0.0, 0.0]]",1,-0.5220327377319336,"[0.1029936820268631, 1.2878814935684204, 0.516048789024353, -0.4125860333442688, -0.13026753067970276, -0.10764714330434799, 0.0, 0.0]",False
"[[0.1029936820268631, 1.2878814935684204, 0.516048789024353, -0.4125860333442688, -0.13026753067970276, -0.10764714330434799, 0.0, 0.0]]",0,-1.2945306301116943,"[0.10810031741857529, 1.278009057044983, 0.5160630941390991, -0.43925338983535767, -0.13564948737621307, -0.10764864832162857, 0.0, 0.0]",False
"[[0.10810031741857529, 1.278009057044983, 0.5160630941390991, -0.43925338983535767, -0.13564948737621307, -0.10764864832162857, 0.0, 0.0]]",2,0.5048068165779114,"[0.11334018409252167, 1.2686560153961182, 0.5292335748672485, -0.4161789119243622, -0.14088565111160278, -0.10473273694515228, 0.0, 0.0]",False
"[[0.11334018409252167, 1.2686560153961182, 0.5292335748672485, -0.4161789119243622, -0.14088565111160278, -0.10473273694515228, 0.0, 0.0]]",3,-2.5536417961120605,"[0.11867666244506836, 1.2586793899536133, 0.5413665175437927, -0.44414693117141724, -0.14859357476234436, -0.15417250990867615, 0.0, 0.0]",False
"[[0.11867666244506836, 1.2586793899536133, 0.5413665175437927, -0.44414693117141724, -0.14859357476234436, -0.15417250990867615, 0.0, 0.0]]",2,0.2229873389005661,"[0.12401704490184784, 1.2488675117492676, 0.5420796275138855, -0.43690305948257446, -0.1566324084997177, -0.16079139709472656, 0.0, 0.0]",False
"[[0.12401704490184784, 1.2488675117492676, 0.5420796275138855, -0.43690305948257446, -0.1566324084997177, -0.16079139709472656, 0.0, 0.0]]",0,-1.528266429901123,"[0.1293577253818512, 1.2384562492370605, 0.542099118232727, -0.4635852575302124, -0.16467022895812988, -0.16077062487602234, 0.0, 0.0]",False
"[[0.1293577253818512, 1.2384562492370605, 0.542099118232727, -0.4635852575302124, -0.16467022895812988, -0.16077062487602234, 0.0, 0.0]]",1,-0.5844987034797668,"[0.13461598753929138, 1.2274423837661743, 0.531793475151062, -0.4901829957962036, -0.17065168917179108, -0.11962886154651642, 0.0, 0.0]",False
"[[0.13461598753929138, 1.2274423837661743, 0.531793475151062, -0.4901829957962036, -0.17065168917179108, -0.11962886154651642, 0.0, 0.0]]",2,0.007774630095809698,"[0.14016465842723846, 1.2171196937561035, 0.5601881742477417, -0.4594024419784546, -0.17598432302474976, -0.10665281116962433, 0.0, 0.0]",False
"[[0.14016465842723846, 1.2171196937561035, 0.5601881742477417, -0.4594024419784546, -0.17598432302474976, -0.10665281116962433, 0.0, 0.0]]",0,-1.233346939086914,"[0.14571332931518555, 1.2061975002288818, 0.560187578201294, -0.4860714375972748, -0.18131694197654724, -0.10665252059698105, 0.0, 0.0]",False
"[[0.14571332931518555, 1.2061975002288818, 0.560187578201294, -0.4860714375972748, -0.18131694197654724, -0.10665252059698105, 0.0, 0.0]]",3,-2.20717191696167,"[0.1513385772705078, 1.1946665048599243, 0.5697516202926636, -0.513392448425293, -0.18857787549495697, -0.14521831274032593, 0.0, 0.0]",False
"[[0.1513385772705078, 1.1946665048599243, 0.5697516202926636, -0.513392448425293, -0.18857787549495697, -0.14521831274032593, 0.0, 0.0]]",0,-1.405775547027588,"[0.15696391463279724, 1.182536005973816, 0.5697503685951233, -0.5400635004043579, -0.1958387941122055, -0.14521797001361847, 0.0, 0.0]",False
