obs,action,reward,next_obs,done
"[[0.030228901654481888, 1.417721152305603, 0.7454631924629211, 0.03627311810851097, -0.022415636107325554, -0.04725687950849533, 0.0, 0.0]]",1,0.9172059297561646,"[0.03758382797241211, 1.417948603630066, 0.7359502911567688, 0.010100943967700005, -0.022865917533636093, -0.009006638079881668, 0.0, 0.0]",False
"[[0.03758382797241211, 1.417948603630066, 0.7359502911567688, 0.010100943967700005, -0.022865917533636093, -0.009006638079881668, 0.0, 0.0]]",1,0.9534325003623962,"[0.044870756566524506, 1.4175666570663452, 0.7274145483970642, -0.016964586451649666, -0.021608807146549225, 0.02514444664120674, 0.0, 0.0]",False
"[[0.044870756566524506, 1.4175666570663452, 0.7274145483970642, -0.016964586451649666, -0.021608807146549225, 0.02514444664120674, 0.0, 0.0]]",1,1.028679609298706,"[0.05209321901202202, 1.4165970087051392, 0.7193399667739868, -0.043046507984399796, -0.018729615956544876, 0.05758901312947273, 0.0, 0.0]",False
"[[0.05209321901202202, 1.4165970087051392, 0.7193399667739868, -0.043046507984399796, -0.018729615956544876, 0.05758901312947273, 0.0, 0.0]]",1,1.3175463676452637,"[0.05923957750201225, 1.4150240421295166, 0.7098008394241333, -0.06985897570848465, -0.013941680081188679, 0.09576765447854996, 0.0, 0.0]",False
"[[0.05923957750201225, 1.4150240421295166, 0.7098008394241333, -0.06985897570848465, -0.013941680081188679, 0.09576765447854996, 0.0, 0.0]]",1,1.6281899213790894,"[0.06629838794469833, 1.4128429889678955, 0.6988140344619751, -0.09688889980316162, -0.006957191042602062, 0.1397026628255844, 0.0, 0.0]",False
"[[0.06629838794469833, 1.4128429889678955, 0.6988140344619751, -0.09688889980316162, -0.006957191042602062, 0.1397026628255844, 0.0, 0.0]]",1,1.2572249174118042,"[0.07327976077795029, 1.4100697040557861, 0.6891074776649475, -0.12323987483978271, 0.0019679302349686623, 0.17851904034614563, 0.0, 0.0]",False
"[[0.07327976077795029, 1.4100697040557861, 0.6891074776649475, -0.12323987483978271, 0.0019679302349686623, 0.17851904034614563, 0.0, 0.0]]",1,-0.37446847558021545,"[0.08018293231725693, 1.4067051410675049, 0.6793152689933777, -0.1495806723833084, 0.012848787009716034, 0.21763697266578674, 0.0, 0.0]",False
"[[0.08018293231725693, 1.4067051410675049, 0.6793152689933777, -0.1495806723833084, 0.012848787009716034, 0.21763697266578674, 0.0, 0.0]]",1,-0.4640883803367615,"[0.0869898796081543, 1.4027390480041504, 0.6672599911689758, -0.17644518613815308, 0.02613837458193302, 0.26581618189811707, 0.0, 0.0]",False
"[[0.0869898796081543, 1.4027390480041504, 0.6672599911689758, -0.17644518613815308, 0.02613837458193302, 0.26581618189811707, 0.0, 0.0]]",2,-0.5792971253395081,"[0.09380979835987091, 1.399678111076355, 0.6683648824691772, -0.136337548494339, 0.03961299732327461, 0.26951733231544495, 0.0, 0.0]",False
"[[0.09380979835987091, 1.399678111076355, 0.6683648824691772, -0.136337548494339, 0.03961299732327461, 0.26951733231544495, 0.0, 0.0]]",2,-2.695463180541992,"[0.1007712334394455, 1.3967316150665283, 0.6817611455917358, -0.13139639794826508, 0.0538446307182312, 0.28465819358825684, 0.0, 0.0]",False
"[[0.1007712334394455, 1.3967316150665283, 0.6817611455917358, -0.13139639794826508, 0.0538446307182312, 0.28465819358825684, 0.0, 0.0]]",2,-1.5325140953063965,"[0.1077549010515213, 1.3940279483795166, 0.6837491989135742, -0.12075258791446686, 0.0683232843875885, 0.28959956765174866, 0.0, 0.0]",False
"[[0.1077549010515213, 1.3940279483795166, 0.6837491989135742, -0.12075258791446686, 0.0683232843875885, 0.28959956765174866, 0.0, 0.0]]",2,-1.7034225463867188,"[0.11477585136890411, 1.3916478157043457, 0.6871155500411987, -0.1065388023853302, 0.08317508548498154, 0.2970629334449768, 0.0, 0.0]",False
"[[0.11477585136890411, 1.3916478157043457, 0.6871155500411987, -0.1065388023853302, 0.08317508548498154, 0.2970629334449768, 0.0, 0.0]]",2,-1.0769184827804565,"[0.12178363651037216, 1.3901422023773193, 0.6854795217514038, -0.06783605366945267, 0.09834874421358109, 0.30350109934806824, 0.0, 0.0]",False
"[[0.12178363651037216, 1.3901422023773193, 0.6854795217514038, -0.06783605366945267, 0.09834874421358109, 0.30350109934806824, 0.0, 0.0]]",1,-0.843731164932251,"[0.12870264053344727, 1.3880338668823242, 0.6744073629379272, -0.0949425920844078, 0.11573492735624313, 0.34775546193122864, 0.0, 0.0]",False
"[[0.12870264053344727, 1.3880338668823242, 0.6744073629379272, -0.0949425920844078, 0.11573492735624313, 0.34775546193122864, 0.0, 0.0]]",2,0.7915149331092834,"[0.1353868544101715, 1.3868135213851929, 0.6515219807624817, -0.05563615262508392, 0.13256573677062988, 0.3366471827030182, 0.0, 0.0]",False
"[[0.1353868544101715, 1.3868135213851929, 0.6515219807624817, -0.05563615262508392, 0.13256573677062988, 0.3366471827030182, 0.0, 0.0]]",2,-1.918108344078064,"[0.14208249747753143, 1.3864465951919556, 0.6520419120788574, -0.01795671135187149, 0.1500493735074997, 0.34970423579216003, 0.0, 0.0]",False
"[[0.14208249747753143, 1.3864465951919556, 0.6520419120788574, -0.01795671135187149, 0.1500493735074997, 0.34970423579216003, 0.0, 0.0]]",1,-1.2816106081008911,"[0.14871731400489807, 1.3854784965515137, 0.6445199847221375, -0.04504930227994919, 0.16903263330459595, 0.37969955801963806, 0.0, 0.0]",False
"[[0.14871731400489807, 1.3854784965515137, 0.6445199847221375, -0.04504930227994919, 0.16903263330459595, 0.37969955801963806, 0.0, 0.0]]",2,-2.2529942989349365,"[0.15536585450172424, 1.385023832321167, 0.6453263163566589, -0.02255936525762081, 0.18866118788719177, 0.39260634779930115, 0.0, 0.0]",False
"[[0.15536585450172424, 1.385023832321167, 0.6453263163566589, -0.02255936525762081, 0.18866118788719177, 0.39260634779930115, 0.0, 0.0]]",2,-1.6118613481521606,"[0.16194601356983185, 1.3848598003387451, 0.6383427381515503, -0.009902635589241982, 0.20849476754665375, 0.39670735597610474, 0.0, 0.0]",False
"[[0.16194601356983185, 1.3848598003387451, 0.6383427381515503, -0.009902635589241982, 0.20849476754665375, 0.39670735597610474, 0.0, 0.0]]",2,-1.5465137958526611,"[0.1684405356645584, 1.3851776123046875, 0.6295626163482666, 0.011190789751708508, 0.22863271832466125, 0.4027950167655945, 0.0, 0.0]",False
"[[0.1684405356645584, 1.3851776123046875, 0.6295626163482666, 0.011190789751708508, 0.22863271832466125, 0.4027950167655945, 0.0, 0.0]]",2,0.0035401703789830208,"[0.17469072341918945, 1.385543942451477, 0.6058622598648071, 0.0131894676014781, 0.24812181293964386, 0.3898167312145233, 0.0, 0.0]",False
"[[0.17469072341918945, 1.385543942451477, 0.6058622598648071, 0.0131894676014781, 0.24812181293964386, 0.3898167312145233, 0.0, 0.0]]",2,-1.2940731048583984,"[0.1808260977268219, 1.3862025737762451, 0.5946670770645142, 0.025972986593842506, 0.2674005329608917, 0.3855939507484436, 0.0, 0.0]",False
"[[0.1808260977268219, 1.3862025737762451, 0.5946670770645142, 0.025972986593842506, 0.2674005329608917, 0.3855939507484436, 0.0, 0.0]]",2,-0.8039990067481995,"[0.186787411570549, 1.3873029947280884, 0.576903760433197, 0.045277319848537445, 0.287122517824173, 0.39444026350975037, 0.0, 0.0]",False
"[[0.186787411570549, 1.3873029947280884, 0.576903760433197, 0.045277319848537445, 0.287122517824173, 0.39444026350975037, 0.0, 0.0]]",2,-0.2129739671945572,"[0.1925254762172699, 1.3883413076400757, 0.5551875233650208, 0.04236038774251938, 0.30632323026657104, 0.38401445746421814, 0.0, 0.0]",False
"[[0.1925254762172699, 1.3883413076400757, 0.5551875233650208, 0.04236038774251938, 0.30632323026657104, 0.38401445746421814, 0.0, 0.0]]",2,1.197192907333374,"[0.1978549063205719, 1.390153169631958, 0.5149474740028381, 0.07662592828273773, 0.3249993920326233, 0.37352338433265686, 0.0, 0.0]",False
"[[0.1978549063205719, 1.390153169631958, 0.5149474740028381, 0.07662592828273773, 0.3249993920326233, 0.37352338433265686, 0.0, 0.0]]",2,0.2948743999004364,"[0.2029193937778473, 1.3918298482894897, 0.48925313353538513, 0.07055056840181351, 0.34297260642051697, 0.3594644069671631, 0.0, 0.0]",False
"[[0.2029193937778473, 1.3918298482894897, 0.48925313353538513, 0.07055056840181351, 0.34297260642051697, 0.3594644069671631, 0.0, 0.0]]",2,-0.359722375869751,"[0.2077426016330719, 1.393979549407959, 0.4651612341403961, 0.09135498851537704, 0.36100631952285767, 0.3606739938259125, 0.0, 0.0]",False
"[[0.2077426016330719, 1.393979549407959, 0.4651612341403961, 0.09135498851537704, 0.36100631952285767, 0.3606739938259125, 0.0, 0.0]]",2,-0.5400952696800232,"[0.21233148872852325, 1.3965392112731934, 0.44178086519241333, 0.109353207051754, 0.3791264295578003, 0.36240214109420776, 0.0, 0.0]",False
"[[0.21233148872852325, 1.3965392112731934, 0.44178086519241333, 0.109353207051754, 0.3791264295578003, 0.36240214109420776, 0.0, 0.0]]",2,-0.716015100479126,"[0.2166612595319748, 1.3996832370758057, 0.41576728224754333, 0.1350538581609726, 0.3974839150905609, 0.3671499490737915, 0.0, 0.0]",False
"[[0.2166612595319748, 1.3996832370758057, 0.41576728224754333, 0.1350538581609726, 0.3974839150905609, 0.3671499490737915, 0.0, 0.0]]",1,-0.5757124423980713,"[0.2209053933620453, 1.402190923690796, 0.40519094467163086, 0.10592770576477051, 0.4181523621082306, 0.4133680760860443, 0.0, 0.0]",False
"[[0.2209053933620453, 1.402190923690796, 0.40519094467163086, 0.10592770576477051, 0.4181523621082306, 0.4133680760860443, 0.0, 0.0]]",2,-0.22442789375782013,"[0.22482481598854065, 1.4051722288131714, 0.3729104697704315, 0.12672428786754608, 0.43879151344299316, 0.4127832055091858, 0.0, 0.0]",False
"[[0.22482481598854065, 1.4051722288131714, 0.3729104697704315, 0.12672428786754608, 0.43879151344299316, 0.4127832055091858, 0.0, 0.0]]",0,-1.587781310081482,"[0.2287425994873047, 1.407558798789978, 0.3729328513145447, 0.10002497583627701, 0.459430068731308, 0.412771075963974, 0.0, 0.0]",False
"[[0.2287425994873047, 1.407558798789978, 0.3729328513145447, 0.10002497583627701, 0.459430068731308, 0.412771075963974, 0.0, 0.0]]",2,2.0692131519317627,"[0.23205232620239258, 1.4106237888336182, 0.31301242113113403, 0.13016238808631897, 0.4792957901954651, 0.3973146080970764, 0.0, 0.0]",False
"[[0.23205232620239258, 1.4106237888336182, 0.31301242113113403, 0.13016238808631897, 0.4792957901954651, 0.3973146080970764, 0.0, 0.0]]",0,-1.3535585403442383,"[0.23536033928394318, 1.4130933284759521, 0.31303495168685913, 0.10346605628728867, 0.4991609454154968, 0.39730387926101685, 0.0, 0.0]",False
"[[0.23536033928394318, 1.4130933284759521, 0.31303495168685913, 0.10346605628728867, 0.4991609454154968, 0.39730387926101685, 0.0, 0.0]]",2,1.5802956819534302,"[0.23809365928173065, 1.4161972999572754, 0.25619813799858093, 0.1316032111644745, 0.5185139179229736, 0.38705891370773315, 0.0, 0.0]",False
"[[0.23809365928173065, 1.4161972999572754, 0.25619813799858093, 0.1316032111644745, 0.5185139179229736, 0.38705891370773315, 0.0, 0.0]]",0,-1.1125178337097168,"[0.24082526564598083, 1.418705701828003, 0.256221204996109, 0.10490898787975311, 0.5378663539886475, 0.3870489299297333, 0.0, 0.0]",False
"[[0.24082526564598083, 1.418705701828003, 0.256221204996109, 0.10490898787975311, 0.5378663539886475, 0.3870489299297333, 0.0, 0.0]]",2,1.2898902893066406,"[0.24297142028808594, 1.4218425750732422, 0.19818845391273499, 0.13276544213294983, 0.5568332076072693, 0.37933725118637085, 0.0, 0.0]",False
"[[0.24297142028808594, 1.4218425750732422, 0.19818845391273499, 0.13276544213294983, 0.5568332076072693, 0.37933725118637085, 0.0, 0.0]]",0,-0.8094829320907593,"[0.24511584639549255, 1.4243836402893066, 0.19821211695671082, 0.10607287287712097, 0.5757995843887329, 0.3793278634548187, 0.0, 0.0]",False
"[[0.24511584639549255, 1.4243836402893066, 0.19821211695671082, 0.10607287287712097, 0.5757995843887329, 0.3793278634548187, 0.0, 0.0]]",0,-0.9976565837860107,"[0.24725857377052307, 1.4263286590576172, 0.19823649525642395, 0.07938062399625778, 0.5947654843330383, 0.3793184757232666, 0.0, 0.0]",False
"[[0.24725857377052307, 1.4263286590576172, 0.19823649525642395, 0.07938062399625778, 0.5947654843330383, 0.3793184757232666, 0.0, 0.0]]",2,0.9195574522018433,"[0.24883031845092773, 1.428981065750122, 0.14129076898097992, 0.11058945208787918, 0.6138023734092712, 0.3807380795478821, 0.0, 0.0]",False
"[[0.24883031845092773, 1.428981065750122, 0.14129076898097992, 0.11058945208787918, 0.6138023734092712, 0.3807380795478821, 0.0, 0.0]]",0,-0.625277042388916,"[0.25040024518966675, 1.4310376644134521, 0.14131680130958557, 0.08389762789011002, 0.632838785648346, 0.380728542804718, 0.0, 0.0]",False
"[[0.25040024518966675, 1.4310376644134521, 0.14131680130958557, 0.08389762789011002, 0.632838785648346, 0.380728542804718, 0.0, 0.0]]",0,-0.8881555795669556,"[0.25196829438209534, 1.4324978590011597, 0.14134353399276733, 0.0572061650454998, 0.6518747210502625, 0.38071906566619873, 0.0, 0.0]",False
"[[0.25196829438209534, 1.4324978590011597, 0.14134353399276733, 0.0572061650454998, 0.6518747210502625, 0.38071906566619873, 0.0, 0.0]]",2,0.7936943769454956,"[0.25323954224586487, 1.4337191581726074, 0.11222759634256363, 0.04655619338154793, 0.6704946160316467, 0.37239810824394226, 0.0, 0.0]",False
"[[0.25323954224586487, 1.4337191581726074, 0.11222759634256363, 0.04655619338154793, 0.6704946160316467, 0.37239810824394226, 0.0, 0.0]]",2,0.38647016882896423,"[0.25402194261550903, 1.4354584217071533, 0.06326673924922943, 0.06924788653850555, 0.6894845962524414, 0.3797999918460846, 0.0, 0.0]",False
"[[0.25402194261550903, 1.4354584217071533, 0.06326673924922943, 0.06924788653850555, 0.6894845962524414, 0.3797999918460846, 0.0, 0.0]]",3,-1.0991631746292114,"[0.25487565994262695, 1.4366849660873413, 0.07265402376651764, 0.04740995913743973, 0.7058626413345337, 0.3275604546070099, 0.0, 0.0]",False
"[[0.25487565994262695, 1.4366849660873413, 0.07265402376651764, 0.04740995913743973, 0.7058626413345337, 0.3275604546070099, 0.0, 0.0]]",3,-1.2925413846969604,"[0.2557891011238098, 1.4373953342437744, 0.08058639615774155, 0.025380872189998627, 0.7198943495750427, 0.280633807182312, 0.0, 0.0]",False
"[[0.2557891011238098, 1.4373953342437744, 0.08058639615774155, 0.025380872189998627, 0.7198943495750427, 0.280633807182312, 0.0, 0.0]]",3,-1.5186023712158203,"[0.2567497193813324, 1.4375832080841064, 0.08695904910564423, 0.0029690777882933617, 0.7319059371948242, 0.2402312457561493, 0.0, 0.0]",False
"[[0.2567497193813324, 1.4375832080841064, 0.08695904910564423, 0.0029690777882933617, 0.7319059371948242, 0.2402312457561493, 0.0, 0.0]]",3,-1.880452275276184,"[0.25776252150535583, 1.437252163887024, 0.09389114379882812, -0.019165754318237305, 0.7417402863502502, 0.19668659567832947, 0.0, 0.0]",False
"[[0.25776252150535583, 1.437252163887024, 0.09389114379882812, -0.019165754318237305, 0.7417402863502502, 0.19668659567832947, 0.0, 0.0]]",3,-1.9668539762496948,"[0.2588142454624176, 1.4363865852355957, 0.09911936521530151, -0.04219682887196541, 0.749874472618103, 0.16268430650234222, 0.0, 0.0]",False
"[[0.2588142454624176, 1.4363865852355957, 0.09911936521530151, -0.04219682887196541, 0.749874472618103, 0.16268430650234222, 0.0, 0.0]]",2,3.681889533996582,"[0.25936785340309143, 1.4356871843338013, 0.049411673098802567, -0.03480631858110428, 0.7579330801963806, 0.1611720621585846, 0.0, 0.0]",False
"[[0.25936785340309143, 1.4356871843338013, 0.049411673098802567, -0.03480631858110428, 0.7579330801963806, 0.1611720621585846, 0.0, 0.0]]",3,-2.4911627769470215,"[0.2599668502807617, 1.434454083442688, 0.05533716082572937, -0.05769427865743637, 0.7641487717628479, 0.12431353330612183, 0.0, 0.0]",False
"[[0.2599668502807617, 1.434454083442688, 0.05533716082572937, -0.05769427865743637, 0.7641487717628479, 0.12431353330612183, 0.0, 0.0]]",3,-2.411539077758789,"[0.2606082856655121, 1.43268883228302, 0.060931820422410965, -0.08052127063274384, 0.7685520648956299, 0.08806551992893219, 0.0, 0.0]",False
"[[0.2606082856655121, 1.43268883228302, 0.060931820422410965, -0.08052127063274384, 0.7685520648956299, 0.08806551992893219, 0.0, 0.0]]",2,-0.3465936779975891,"[0.2609260678291321, 1.4305866956710815, 0.028954898938536644, -0.09525914490222931, 0.7724437117576599, 0.07783295959234238, 0.0, 0.0]",False
"[[0.2609260678291321, 1.4305866956710815, 0.028954898938536644, -0.09525914490222931, 0.7724437117576599, 0.07783295959234238, 0.0, 0.0]]",3,-2.296391248703003,"[0.26129692792892456, 1.4279587268829346, 0.03578896448016167, -0.1176394447684288, 0.7742257118225098, 0.03563970327377319, 0.0, 0.0]",False
"[[0.26129692792892456, 1.4279587268829346, 0.03578896448016167, -0.1176394447684288, 0.7742257118225098, 0.03563970327377319, 0.0, 0.0]]",2,0.9341965317726135,"[0.26137351989746094, 1.4255009889602661, 0.005871455650776625, -0.1103997677564621, 0.776694655418396, 0.04937906190752983, 0.0, 0.0]",False
"[[0.26137351989746094, 1.4255009889602661, 0.005871455650776625, -0.1103997677564621, 0.776694655418396, 0.04937906190752983, 0.0, 0.0]]",3,-1.9744737148284912,"[0.2615160048007965, 1.4225270748138428, 0.014271611347794533, -0.13216036558151245, 0.7766657471656799, -0.0005778981721960008, 0.0, 0.0]",False
"[[0.2615160048007965, 1.4225270748138428, 0.014271611347794533, -0.13216036558151245, 0.7766657471656799, -0.0005778981721960008, 0.0, 0.0]]",3,-1.8809911012649536,"[0.2617091238498688, 1.4190118312835693, 0.020655671134591103, -0.15535315871238708, 0.7748061418533325, -0.037192512303590775, 0.0, 0.0]",False
"[[0.2617091238498688, 1.4190118312835693, 0.020655671134591103, -0.15535315871238708, 0.7748061418533325, -0.037192512303590775, 0.0, 0.0]]",2,0.05997459962964058,"[0.2612985670566559, 1.415514588356018, -0.039223622530698776, -0.15424655377864838, 0.7722849249839783, -0.0504239983856678, 0.0, 0.0]",False
"[[0.2612985670566559, 1.415514588356018, -0.039223622530698776, -0.15424655377864838, 0.7722849249839783, -0.0504239983856678, 0.0, 0.0]]",3,-1.2239855527877808,"[0.2609393000602722, 1.4114899635314941, -0.032598331570625305, -0.17671452462673187, 0.7677071690559387, -0.09155571460723877, 0.0, 0.0]",False
"[[0.2609393000602722, 1.4114899635314941, -0.032598331570625305, -0.17671452462673187, 0.7677071690559387, -0.09155571460723877, 0.0, 0.0]]",3,-0.9507802724838257,"[0.26063546538352966, 1.4069478511810303, -0.025373274460434914, -0.19866691529750824, 0.7608519792556763, -0.13710366189479828, 0.0, 0.0]",False
"[[0.26063546538352966, 1.4069478511810303, -0.025373274460434914, -0.19866691529750824, 0.7608519792556763, -0.13710366189479828, 0.0, 0.0]]",2,0.3985929787158966,"[0.25981634855270386, 1.402610182762146, -0.07684793323278427, -0.1895975023508072, 0.753981351852417, -0.13741299510002136, 0.0, 0.0]",False
"[[0.25981634855270386, 1.402610182762146, -0.07684793323278427, -0.1895975023508072, 0.753981351852417, -0.13741299510002136, 0.0, 0.0]]",3,-0.6244562864303589,"[0.259042352437973, 1.39773690700531, -0.07097955048084259, -0.21259647607803345, 0.7453058362007141, -0.17351004481315613, 0.0, 0.0]",False
"[[0.259042352437973, 1.39773690700531, -0.07097955048084259, -0.21259647607803345, 0.7453058362007141, -0.17351004481315613, 0.0, 0.0]]",3,-0.3702532947063446,"[0.25831443071365356, 1.3923417329788208, -0.06478797644376755, -0.23490509390830994, 0.7346025109291077, -0.21406693756580353, 0.0, 0.0]",False
"[[0.25831443071365356, 1.3923417329788208, -0.06478797644376755, -0.23490509390830994, 0.7346025109291077, -0.21406693756580353, 0.0, 0.0]]",2,1.5628902912139893,"[0.2572100758552551, 1.3873627185821533, -0.10296519845724106, -0.21683479845523834, 0.7247064113616943, -0.19792191684246063, 0.0, 0.0]",False
"[[0.2572100758552551, 1.3873627185821533, -0.10296519845724106, -0.21683479845523834, 0.7247064113616943, -0.19792191684246063, 0.0, 0.0]]",3,0.12621159851551056,"[0.2561747431755066, 1.3818682432174683, -0.09403995424509048, -0.23865652084350586, 0.7122593522071838, -0.24894067645072937, 0.0, 0.0]",False
"[[0.2561747431755066, 1.3818682432174683, -0.09403995424509048, -0.23865652084350586, 0.7122593522071838, -0.24894067645072937, 0.0, 0.0]]",3,0.23536500334739685,"[0.25520506501197815, 1.3758485317230225, -0.08557546138763428, -0.2610699534416199, 0.6974798440933228, -0.2955915033817291, 0.0, 0.0]",False
"[[0.25520506501197815, 1.3758485317230225, -0.08557546138763428, -0.2610699534416199, 0.6974798440933228, -0.2955915033817291, 0.0, 0.0]]",2,0.6924923062324524,"[0.2536223530769348, 1.3701832294464111, -0.14650991559028625, -0.24531309306621552, 0.682417631149292, -0.30124443769454956, 0.0, 0.0]",False
"[[0.2536223530769348, 1.3701832294464111, -0.14650991559028625, -0.24531309306621552, 0.682417631149292, -0.30124443769454956, 0.0, 0.0]]",3,0.7143649458885193,"[0.25209110975265503, 1.3639981746673584, -0.13952817022800446, -0.26764482259750366, 0.6652371287345886, -0.3436112105846405, 0.0, 0.0]",False
"[[0.25209110975265503, 1.3639981746673584, -0.13952817022800446, -0.26764482259750366, 0.6652371287345886, -0.3436112105846405, 0.0, 0.0]]",3,0.8781125545501709,"[0.25062084197998047, 1.3572815656661987, -0.13153080642223358, -0.2905535101890564, 0.6459203362464905, -0.38633590936660767, 0.0, 0.0]",False
"[[0.25062084197998047, 1.3572815656661987, -0.13153080642223358, -0.2905535101890564, 0.6459203362464905, -0.38633590936660767, 0.0, 0.0]]",3,0.9159919619560242,"[0.24920320510864258, 1.3500213623046875, -0.12455464899539948, -0.31420621275901794, 0.6248025894165039, -0.4223550260066986, 0.0, 0.0]",False
"[[0.24920320510864258, 1.3500213623046875, -0.12455464899539948, -0.31420621275901794, 0.6248025894165039, -0.4223550260066986, 0.0, 0.0]]",2,2.1213159561157227,"[0.24749937653541565, 1.3429656028747559, -0.1532265841960907, -0.3054940104484558, 0.6040629148483276, -0.41479307413101196, 0.0, 0.0]",False
"[[0.24749937653541565, 1.3429656028747559, -0.1532265841960907, -0.3054940104484558, 0.6040629148483276, -0.41479307413101196, 0.0, 0.0]]",2,1.0214022397994995,"[0.24524621665477753, 1.3362573385238647, -0.20754115283489227, -0.2901422679424286, 0.5828920602798462, -0.4234168529510498, 0.0, 0.0]",False
"[[0.24524621665477753, 1.3362573385238647, -0.20754115283489227, -0.2901422679424286, 0.5828920602798462, -0.4234168529510498, 0.0, 0.0]]",3,1.7854801416397095,"[0.24306640028953552, 1.3290324211120605, -0.1977919340133667, -0.31243959069252014, 0.5591822266578674, -0.4741964340209961, 0.0, 0.0]",False
"[[0.24306640028953552, 1.3290324211120605, -0.1977919340133667, -0.31243959069252014, 0.5591822266578674, -0.4741964340209961, 0.0, 0.0]]",3,1.995145320892334,"[0.24096879363059998, 1.3212817907333374, -0.1869935244321823, -0.335227370262146, 0.5328620076179504, -0.5264047384262085, 0.0, 0.0]",False
"[[0.24096879363059998, 1.3212817907333374, -0.1869935244321823, -0.335227370262146, 0.5328620076179504, -0.5264047384262085, 0.0, 0.0]]",2,3.1011714935302734,"[0.23839664459228516, 1.3142566680908203, -0.23426449298858643, -0.30344003438949585, 0.5067283511161804, -0.5226736068725586, 0.0, 0.0]",False
"[[0.23839664459228516, 1.3142566680908203, -0.23426449298858643, -0.30344003438949585, 0.5067283511161804, -0.5226736068725586, 0.0, 0.0]]",3,2.1299800872802734,"[0.23588208854198456, 1.306697130203247, -0.22640573978424072, -0.32698532938957214, 0.47864586114883423, -0.5616499185562134, 0.0, 0.0]",False
"[[0.23588208854198456, 1.306697130203247, -0.22640573978424072, -0.32698532938957214, 0.47864586114883423, -0.5616499185562134, 0.0, 0.0]]",2,1.2497050762176514,"[0.23310832679271698, 1.298966884613037, -0.2515466511249542, -0.3349081575870514, 0.45011067390441895, -0.5707038044929504, 0.0, 0.0]",False
"[[0.23310832679271698, 1.298966884613037, -0.2515466511249542, -0.3349081575870514, 0.45011067390441895, -0.5707038044929504, 0.0, 0.0]]",2,3.0279908180236816,"[0.22992296516895294, 1.291952133178711, -0.2923954725265503, -0.30362361669540405, 0.4216272532939911, -0.5696691274642944, 0.0, 0.0]",False
"[[0.22992296516895294, 1.291952133178711, -0.2923954725265503, -0.30362361669540405, 0.4216272532939911, -0.5696691274642944, 0.0, 0.0]]",2,1.8493919372558594,"[0.22625799477100372, 1.2856361865997314, -0.3396693766117096, -0.2729601263999939, 0.39276018738746643, -0.5773416757583618, 0.0, 0.0]",False
"[[0.22625799477100372, 1.2856361865997314, -0.3396693766117096, -0.2729601263999939, 0.39276018738746643, -0.5773416757583618, 0.0, 0.0]]",2,1.6834436655044556,"[0.2222585678100586, 1.2797327041625977, -0.37255892157554626, -0.25509539246559143, 0.363660991191864, -0.5819845199584961, 0.0, 0.0]",False
"[[0.2222585678100586, 1.2797327041625977, -0.37255892157554626, -0.25509539246559143, 0.363660991191864, -0.5819845199584961, 0.0, 0.0]]",2,2.172487258911133,"[0.21814307570457458, 1.2737865447998047, -0.3839695453643799, -0.25754934549331665, 0.3346726596355438, -0.5797674059867859, 0.0, 0.0]",False
"[[0.21814307570457458, 1.2737865447998047, -0.3839695453643799, -0.25754934549331665, 0.3346726596355438, -0.5797674059867859, 0.0, 0.0]]",2,2.7722485065460205,"[0.21387577056884766, 1.2682173252105713, -0.3991755247116089, -0.2413950115442276, 0.3060123324394226, -0.57320636510849, 0.0, 0.0]",False
"[[0.21387577056884766, 1.2682173252105713, -0.3991755247116089, -0.2413950115442276, 0.3060123324394226, -0.57320636510849, 0.0, 0.0]]",2,2.9864790439605713,"[0.20945081114768982, 1.2632566690444946, -0.4151291847229004, -0.21495522558689117, 0.27777940034866333, -0.564659059047699, 0.0, 0.0]",False
"[[0.20945081114768982, 1.2632566690444946, -0.4151291847229004, -0.21495522558689117, 0.27777940034866333, -0.564659059047699, 0.0, 0.0]]",0,2.1573290824890137,"[0.205023854970932, 1.2577062845230103, -0.4151001572608948, -0.24168625473976135, 0.2495480179786682, -0.564628005027771, 0.0, 0.0]",False
"[[0.205023854970932, 1.2577062845230103, -0.4151001572608948, -0.24168625473976135, 0.2495480179786682, -0.564628005027771, 0.0, 0.0]]",2,1.3322246074676514,"[0.2003568708896637, 1.2522425651550293, -0.43835514783859253, -0.23828037083148956, 0.22076565027236938, -0.5756478309631348, 0.0, 0.0]",False
"[[0.2003568708896637, 1.2522425651550293, -0.43835514783859253, -0.23828037083148956, 0.22076565027236938, -0.5756478309631348, 0.0, 0.0]]",2,2.697819709777832,"[0.19559793174266815, 1.2469545602798462, -0.4474705755710602, -0.23103253543376923, 0.192093625664711, -0.5734407305717468, 0.0, 0.0]",False
"[[0.19559793174266815, 1.2469545602798462, -0.4474705755710602, -0.23103253543376923, 0.192093625664711, -0.5734407305717468, 0.0, 0.0]]",2,1.7319700717926025,"[0.19068221747875214, 1.2416132688522339, -0.46259889006614685, -0.2338905781507492, 0.16303372383117676, -0.5811982750892639, 0.0, 0.0]",False
"[[0.19068221747875214, 1.2416132688522339, -0.46259889006614685, -0.2338905781507492, 0.16303372383117676, -0.5811982750892639, 0.0, 0.0]]",2,2.7316176891326904,"[0.1856948882341385, 1.2363686561584473, -0.4696527421474457, -0.23016628623008728, 0.1339966505765915, -0.5807420015335083, 0.0, 0.0]",False
